[00:03] 大家都知道图像是大自然创造的
[140:43] 它第一级是chabot
[140:45] 第二级是real
[140:46] 第三级是agent
[140:48] 我想说的就是它这个agent
[140:51] 跟我们今天说的叫agent应用
[140:53] 还是差别挺大的
[140:54] 你会发现OpenAI的这三个分级
[140:57] 它五级分级
[141:00] 它其实背后的潜台词是
[141:02] 每一代这个分级的
[141:04] 它都得有一个全新的算法的产生
[141:08] 比如说chabot的这个时代
[141:10] 它本质就是next-world meditation
[141:12] 之所以要reason
[141:13] 它硬要把它的O系列起来
[141:15] 因为它把强思维链R做了
[141:18] 而且R会往后越来越scaling
[141:21] 所以以R主导的这个时代
[141:23] 它叫做real
[141:25] 那agent呢
[141:26] 你自然就可以想
[141:27] 那是什么时候
[141:28] 我认为就是自主在写学习
[141:30] 自主在写学习
[141:31] 因为agent这个东西
[141:32] 它定义的原因
[141:33] 特别强调自主性
[141:36] 就是说我不需要人工设计这么多行业
[141:39] 我人工给它定义这么多规则
[141:41] 就相当于
[141:43] 相当于现在的这个real系统
[141:45] 就感觉还是一个PPH的
[141:47] 就是说
[141:48] 就第一是它训练结束
[141:50] 它就不能再继续improve了
[141:52] 第二它的训练过程完全依赖
[141:54] 就是人工给它定了目标
[141:56] 当然比那个NTP要好一些的是
[141:59] NTP你不仅要给目标
[142:01] 你还要
[142:02] 你让它背
[142:03] 你要还要把路径
[142:04] 达到这个目标背
[142:05] 你给我背下来
[142:06] 就这条路
[142:08] 现在是我给你一个目标
[142:10] 你去实现去吧
[142:11] 但是在自主学习
[142:13] 它相当于把这个目标这一块也要反过来
[142:15] 你得自己去找目标
[142:17] 自己探索
[142:18] 就自己学习自己的架构
[142:20] 这个是agent时代
[142:22] 因为它定义为它能够独立工作
[142:25] 你要能独立工作
[142:26] 自我进化
[142:27] 你必须得有这样一套机器
[142:30] 所以它是要有新算法
[142:32] 今天我们说的agent更多是应用
[142:34] 它其实是把一个复杂的PAP上也搭了一块
[142:37] 或者是借由今天的
[142:39] 今天的这个
[142:40] rayner模型这一代的这个R机制
[142:43] 应该现在大家突然
[142:44] 普遍在图一叫工具
[142:45] 叫function call进那个Long COD
[142:48] 其实就意思是
[142:49] 让function call这件事
[142:51] 变得更加智能
[142:52] 就是按需调用
[142:54] 对它其实这一代agent
[142:57] 更多的还是
[142:58] rayner这一台
[142:59] 这个时代的想法
[143:00] 就是说把一系列
[143:02] 系统给它串起来
[143:04] 然后我有个统一的KPI
[143:07] 你们尽可能你随便输出
[143:09] 最后你要让我那个KPI最大化
[143:11] 就结束了
[143:12] 这还是rayner这个时代的思路
[143:14] 这个解释有意思
[143:16] 但是它比Long chain那个东西
[143:18] 它又进一步了
[143:20] Long chain那个时代
[143:21] 好像也有人说那个agent
[143:24] 那个就是完全的自主
[143:26] 这就是那个就Handcraft的PAP
[143:29] Handcraft的PAP
[143:31] 那个时候讲的agent
[143:32] 本质上还是缺的爆的
[143:33] 就next token prediction
[143:35] 这个时代的东西
[143:36] 大家通过Prom的engineering
[143:37] 把几个流程给它糊起来
[143:40] 那个是属于那个时代的东西
[143:43] rayner这个时代
[143:44] 我们现在讲究的是
[143:45] 叫模型主动调工具
[143:47] 但不是调就完了
[143:49] 这个调不是靠Prom的激发调的
[143:52] 它是因为它有了
[143:54] 我要扩展了
[143:55] 它这个调都在空间
[143:56] 它靠RL自主激发
[143:58] 就是说它认为需要
[144:00] 反正就以RL的那个优化目标
[144:02] 最大为原
[144:03] 它认为调了会更好
[144:05] 它就会调
[144:06] 如果它发现调了
[144:07] 还不如不调
[144:08] 它就不会调
[144:09] 就像它模型学出了这种
[144:10] 我是想关注过
[144:11] 那个飞飞提的
[144:12] 那个世界模型了没有
[144:13] 包括Lacoon也在提
[144:15] 我感觉最后可能就是
[144:16] 祥宇说的这一套
[144:17] 最后殊途同归的
[144:19] 是的
[144:20] 他选核心想解决的
[144:21] 也是那个
[144:23] 也是那个要解决
[144:24] 自主在线
[144:26] 但是说他的设计方法论
[144:29] 还是有很大的区别
[144:30] 对
[144:31] 就是比如说
[144:32] 他不提生成力的液体化
[144:34] 我觉得也是非常有道理
[144:36] 对
[144:37] 生成真不是必须的
[144:38] 只是说
[144:39] 我为什么我这边提生成
[144:41] 是因为
[144:42] 从语料获取方便性角度
[144:44] 生成是最好的
[144:46] 那个
[144:47] 它是最好的那种
[144:48] 一种监督
[144:49] 或者自监督的一种模式
[144:51] 但是Lacoon说的是完全正确的
[144:52] 人身上没有视觉生成器官
[144:55] 人可以想象未来
[144:56] 但是未必要化
[144:57] 他可以在脑中想象
[144:59] 对
[145:00] 对
[145:01] 这件事是非常正确
[145:02] 我认为是这样子
[145:03] 甚至于这个方向才是
[145:05] 我们说
[145:06] 再下一步
[145:07] 再到下一步
[145:08] 要是
[145:09] 我们进一更复杂的空间推理
[145:11] 我需要结合世界模型
[145:14] 这个是结合了世界模型的
[145:16] 这个
[145:17] 如果它可能更为本质
[145:19] 但是世界模型要怎么训练
[145:21] 从目前来看
[145:22] 还是得靠生成是行的
[145:24] 对
[145:25] 所以这里又回到一个就是
[145:27] 叫做人虽然是没有生成器官
[145:29] 但人是有世界模型的
[145:31] 他能够脑中想象未来
[145:33] 但这个世界模型的怎么学习更为方便
[145:36] 对于人来说
[145:37] 可能非生成是更方便
[145:39] 对于我们现在的这一步来说
[145:42] 可能走生成式方向
[145:44] 未来机器人的大脑
[145:46] 跟今天的多玛泰未来
[145:50] 融合之后的模型
[145:51] 包括甚至自动驾驶的模型
[145:53] 这几个未来会是殊途同归吗
[145:56] 对
[145:57] 实际上这几个领域
[145:58] 目前都有一些
[145:59] 其实它是在强跑的
[146:01] 对
[146:02] 我们的智能水平远远没有到
[146:04] 聊到这一块
[146:05] 就是说
[146:06] 现在大家还在为视觉
[146:08] 这一块在挣扎中
[146:10] 对
[146:11] 那个机器控制
[146:12] 它实际上是先强跑
[146:14] 先起跑
[146:15] 就提前强跑
[146:16] 因为它研究的多玛泰
[146:18] 一般要么是问题比较局限
[146:21] 要么是它的控制的
[146:23] 它的那个场景比较局限
[146:25] 比较自动驾驶
[146:27] 它的控制维度其实比较低的
[146:29] 对
[146:30] 然后它跑的场景也是比较受限
[146:32] 就相对于那种通用机器
[146:34] 所以说它给了一些它机会
[146:37] 就是它可以提前用一些Rubase方法
[146:40] 以及就是分拆模块的方法
[146:43] 就先把这个系统先装起来再说
[146:46] 但你看现在自驾的趋势
[146:47] 它也是在走向断道断道
[146:49] 对
[146:50] 当所有这些事情走向彻底的断道断道
[146:55] 并且你还需要整合这个事实
[146:57] 这个视觉的推理或者多玛泰推理
[146:59] 你会发现就是跟那个A加的这个中局
[147:02] 就形态是一样
[147:03] 那机器人当然更适合
[147:04] 现在是因为做不好
[147:05] 你只能做个叠个被子
[147:07] 或者跑跑步
[147:09] 像跑马拉松
[147:10] 然后再做个小脑这些东西
[147:12] 那还是因为技术还没到这
[147:14] 但是并不妨碍这些东西
[147:16] 已经可以做一些运用了
[147:18] 所以它是它其实是提前强跑
[147:21] 它的路线也未必是按照
[147:24] 就是我刚刚说的就是A加的主线这块来的
[147:27] 但是终究它会在某一个时刻合同
