[00:12] Hello 大家好,我是小骏
[00:14] 今天这期节目我们来到了美国纽约
[120:00] 初期的一些论文其实还是杨永空第一个跟他的学生啊一起做到的
[120:04] 哦
[120:05] 呃
[120:06] 很有意思
[120:07] 当然在解决的问题不直接是representation learning的问题
[120:09] 而是一些metric learning的问题
[120:11] 一些一些度量学习的问题
[120:13] 啊
[120:14] 但是但是没关系啊
[120:16] 在这个这是大概是2019年的时候
[120:19] 我觉得我们又赋予了这个对比学习一些新的意义
[120:22] 但这件事情也不是
[120:24] 这个横空横空出世
[120:26] 其实在之前整个领域已经慢慢在往这个方向啊
[120:30] 去去去拓展
[120:32] 比如说有一篇paper叫做cpc
[120:34] 还有一篇paper叫叫这个这个memory bank
[120:37] 啊
[120:38] 这两个paper已经是在朝这个方向
[120:41] 就是通过对比学习来做啊
[120:43] 自监督学习
[120:44] 这条路线上已经走了几步
[120:46] 对
[120:47] 啊
[120:48] 然后这这时候就不得不佩服凯明的本事了
[120:52] 啊
[120:53] 我觉得我觉得我觉得这也是
[120:55] 呃
[120:56] 一个时间点让我觉得哇
[120:58] 这个一个顶尖的研究员啊
[121:01] 啊
[121:02] 然后或者说
[121:03] 我觉得不能说顶尖的研究员吧
[121:05] 我觉得凯明在我心里面就是最牛逼的研究员啊
[121:09] 然后他到底平时怎么做事情的
[121:11] 嗯
[121:12] 我觉得我觉得有好几点吧
[121:13] 我觉得也许我们可以简单聊一聊
[121:15] 就是我觉得他是
[121:17] 有某种极致的专注力
[121:19] 啊
[121:20] 然后这个专注力能够让他
[121:23] 有某种心流叫做这种mind flow对吧
[121:26] 他能够沉浸在这个问题上
[121:29] 不需要考虑
[121:31] 这个世界上发生了所有的其他事情
[121:33] 嗯
[121:34] 然后我觉得这件事情我特别特别佩服
[121:36] 啊
[121:37] 然后
[121:38] 另外一件事情是
[121:40] 他专注会怎么体现呢
[121:42] 我觉得我觉得他专注体现在
[121:45] 嗯
[121:47] 他每天除了这一个问题之外
[121:49] 不会想其他任何的东西
[121:51] 他会抓着
[121:53] 跟他一起合作的人去聊这件事
[121:55] 也会抓着其他人去聊这件事
[121:57] 啊
[121:58] 反正就是这件事情
[122:00] 是一个他思维的这样这样一个主体
[122:02] 对哦
[122:03] 然后他大部分的这种mental cycle
[122:06] 都会被allocate到这一个具体的问题上
[122:09] 然后
[122:10] 这个是很难的
[122:11] 我觉得我觉得非常非常难
[122:12] 因为念头很多时候自己很难控制
[122:15] 是的是的是的哎
[122:16] 对这个这个跟世界模型有关系
[122:18] 念头很难控制
[122:19] 这个这个这个话说的好啊
[122:21] 但凯明其实是一个非常非常
[122:23] 有这种决策能力
[122:25] 然后能够专注的人
[122:26] 对
[122:27] 其实我觉得有好几点吧
[122:29] 我觉得一个top researcher
[122:31] 他们
[122:32] 多或多或少需要这样的能力
[122:34] 他们需要有足够多的专注力
[122:36] 他们需要有足够好的这种research的品位啊
[122:39] 这个怎么定义
[122:40] 我们等一下可以聊
[122:41] 嗯
[122:42] 然后他们还需要能够有一定的坚守
[122:45] 就你不能说只是随波逐流
[122:47] 然后
[122:48] 然后然后去做别人感兴趣的事情
[122:51] 啊
[122:52] 然后当然你还需要有很强的这种
[122:55] 工程的能力
[122:57] research的sense
[122:59] 啊
[123:00] 包括你看文献的时候
[123:01] 你知道哪些事情重要
[123:02] 哪些事情不重要
[123:03] 这个很重要
[123:04] 哦
[123:05] 这个对
[123:06] 你也知道
[123:07] 就这件事情其实也是一个学术界
[123:08] 其实蛮莫名其妙的地方
[123:10] 就是大家
[123:11] 你要会画重点
[123:12] 对
[123:13] 大家主要的原因也是因为大家不讲重点
[123:15] 你知道吗
[123:16] 有时候要么是大家不会讲重点
[123:18] 又要么是大家有时候不愿意讲重点
[123:20] 啊
[123:21] 要么是有时候大家其实没有意识到重点是什么
[123:24] 嗯
[123:25] 但凯明的能力在于他能够把这些重点
[123:28] 啊
[123:29] 抽丝剥茧
[123:30] 然后提取出来
[123:31] 然后建立这种
[123:32] 在这种高维度的抽象空间中的这种联系
[123:35] 哦
[123:36] 啊
[123:37] 我觉得非常非常厉害
[123:38] 对
[123:39] 所以所以所以很多时候其实
[123:41] 凯明的每一个idea不是
[123:43] 坐在这个back of the room对吧
[123:45] 然后在在家里面拍脑袋想出来的
[123:47] 然后其实是
[123:49] 积聚不
[123:50] 基于不断的探索
[123:51] 基于大量的阅读
[123:53] 然后基于大量的思考
[123:55] 一点一点衍生出来的
[123:57] 然后这件事情其实我觉得
[123:59] 真的是非常深刻的
[124:01] 影响了我做研究的方式
[124:03] 以及我现在跟我的学生说
[124:05] 大家应该做研究的方式
[124:06] 是应该增加输入
[124:08] 呃
[124:09] 增加输入
[124:10] 并且并且我觉得这里面其实是有一个范式存在的
[124:12] 嗯
[124:13] 就这里面范式这也是凯明教育我的对吧
[124:15] 他就说
[124:16] 其实
[124:17] 这些所有的idea
[124:18] 你不能坐在那想
[124:20] 啊
[124:21] 因为如果你要想出来一个idea
[124:23] 啊
[124:24] 这个idea一定不是一个好的idea
[124:26] 这个idea有无非有几种可能性
[124:29] 第一种可能性
[124:30] 嗯
[124:31] 啊
[124:32] 呃你比世界上所有的人都聪明
[124:34] 所以你想出来一个
[124:35] 特别特别厉害的idea
[124:36] 其他人什么人都
[124:37] 都想不出来
[124:38] 好
[124:39] 但我觉得这件事情的概率极小
[124:40] 所以更大两个可能性是
[124:42] 第一
[124:43] 呃在你想这个idea的同时
[124:45] 这世界上一百个人一千个人
[124:47] 一万个人在想同样的idea
[124:49] 所以你要面临跟他们竞争
[124:51] 你的手速可能不一定比他们快
[124:53] 对吧
[124:54] 第二个可能性
[124:55] 这是一个非常差的idea
[124:57] 别人已经试了很多次了
[124:59] 不成功
[125:00] 好
[125:01] 那你可能也没必要去试下来
[125:03] 嗯
[125:04] 所以所以我觉得凯明对我的最大影响是
[125:06] 他教会我
[125:07] 怎么样找到一个research idea
[125:09] 嗯
[125:10] 怎么找
[125:11] 我觉得这是一个求索的过程
[125:12] 呃
[125:13] 所以所以现在我我有新学生技能
[125:15] 我会跟大家跟大家说
[125:17] 一个research的周期
[125:19] 呃当然我希望它会更长一些了
[125:21] 但是在现在的这种竞争的环境下面
[125:24] 可能最多有六个月时间
[125:26] 好短哦
[125:27] 也就是说从六个月一开始
[125:29] 你要开始想一下idea
[125:31] 然后再到后面
[125:32] 你要把这个idea写成paper
[125:35] publish出来
[125:36] 这个整个的周期大概是六个月
[125:38] 嗯
[125:40] 然后这个流程是怎么样的呢
[125:42] 是你需要有一个general的方向
[125:43] 你得知道你要干嘛
[125:44] 你也不能完全什么也不知道
[125:46] 然后就说我要做research也不行
[125:48] 这这件事情可以通过跟你的老师一起去聊
[125:52] 然后或者说跟你的peers
[125:54] 对吧
[125:55] 你的周围的同学一起去讨论
[125:56] 或者你自己通过你自己的阅读
[125:58] 有一些general的这种direction
[126:00] 这种这种方向性的认知
[126:02] 嗯
[126:03] 对吧
[126:04] 然后但是一定要给自己
[126:07] 足够多的时间跟空间去explore
[126:11] 啊
[126:12] 然后然后这个explore这种探索期
[126:14] 我觉得至少要有一个一到两个月的时间
[126:17] 探索期应该做什么呀
[126:18] 探索期好问题
[126:19] 探索期做什么事情呢
[126:21] 呃不能坐在那想问题啊
[126:23] 你要探索的事情就是说
[126:25] 我现在要不断的去hack一些东西
[126:28] 啊
[126:29] 就是你要真的像像一个hacker一样去play with
[126:33] 啊去玩一些东西啊
[126:35] 就把research当做一个一个游戏
[126:37] 当做一个玩具去玩
[126:38] 嗯
[126:39] 这个东西比如涉及到比如你可以去推一推公式
[126:42] 你可以去读更多的论文
[126:43] 可以找一些联系啊
[126:45] 当然可能更重要的事情还是要动手
[126:48] 去做事
[126:49] 去去去写代码
[126:52] 然后但是你写代码的时候
[126:54] 呃
[126:55] 要要注意的是你写的代码不是
[126:57] 不是一开始你的设计
[126:59] 出发的这个idea
[127:00] 或者这个direction啊
[127:02] 而是一个探索的过程
[127:04] 所以你写的代码可能是简简单单reproduce一个base sign
[127:07] 对吧
[127:08] 拿一个别人的paper在做的事情
[127:10] 然后现在我们把它重现一遍啊
[127:12] 然后还有可能是在这个base sign的基础上
[127:16] 去有一些某种拓展
[127:18] 嗯
[127:19] 然后这里面最重要的事情是要找到一个信号
[127:22] 就是说你现在
[127:24] 还是你刚刚说的有点像
[127:26] 所有这个决策的过程
[127:27] 其实是一个蛮无限的
[127:29] 继续的一个探索的过程
[127:31] 它是一个我们叫做随机梯度下降
[127:33] 对吧
[127:34] 这是一个
[127:35] 这是一个所有机器学习的基石
[127:37] 嗯
[127:38] 但它同样apply
[127:39] to这个research
[127:41] 本身
[127:42] 以及我们的人生
[127:43] 就是大家在
[127:44] 追求这个最终目的的过程中
[127:46] 其实都在
[127:47] 都在进行一个stochastic gradient descent的一个过程
[127:49] 嗯
[127:50] 嗯
[127:51] 然后我觉得research的部分也是一样
[127:52] 对你来说
[127:53] 对research最重要的事情
[127:55] 不是
[127:56] 从A点
[127:57] 通到B点
[127:58] 比如A是一个idea
[127:59] 一个paper
[128:00] 而是这个过程中
[128:01] 你到底能找到什么样的signal
[128:03] 你的gradient
[128:04] 你的梯度到底在哪
[128:05] 对
[128:06] 所以
[128:07] 这个这个凯明的说法是
[128:09] 啊
[128:10] 这个梯度本身
[128:11] 这件事情
[128:12] 才是你真正的idea的来源
[128:15] 就是当你经过不断的探索
[128:17] 嗯
[128:18] 你试了很多东西
[128:19] 有可能不成功
[128:20] 有可能成功
[128:21] by the way
[128:22] 不一定是一个成功的实验
[128:23] 才能给你这个梯度
[128:24] 有时候一个错误的实验
[128:25] 会给你更大的梯度
[128:27] 对吧
[128:28] 啊
[128:29] 你只要
[128:30] 就是最怕的事情是
[128:31] 你不知道往哪走
[128:32] 嗯
[128:33] 啊
[128:34] 所以一个好的结果
[128:35] 一个坏的结果
[128:36] 啊
[128:37] 都是都是好的结果
[128:38] 对于research来说
[128:39] 一个surprise
[128:40] 一个一个令人惊讶的
[128:41] 这样这样一个observation
[128:42] 永远是
[128:43] 一个research
[128:44] 对一个research来说
[128:45] 最最幸福的事情
[128:46] 意外
[128:47] 你观测到的东西
[128:48] 对
[128:49] 你你看到了某些意外
[128:50] 嗯
[128:51] 所以
[128:52] 所以所以他说
[128:53] 就是经过这样的探索之后
[128:55] 在这个过程中
[128:56] 你发现的这些idea
[128:58] 才是真正属于你的idea
[129:00] 啊
[129:01] 一开始你想的这个idea
[129:02] 不是你的idea
[129:03] 这个东西不属于你
[129:04] 探索中的idea
[129:05] 才是属于你的idea
[129:06] 然后research的过程
[129:08] 就是找寻
[129:09] 属于你自己的
[129:10] 这个idea的这个过程
[129:12] 嗯
[129:13] 但但这个词
[129:14] 你看
[129:15] 你要看它
[129:16] 它是属于
[129:17] 这个东西真的是
[129:18] 是你自己的
[129:19] 就上天给了你一个灵感
[129:21] 注入了你的脑袋里
[129:22] 对一方面上天给你了一个灵感
[129:24] 另一方面
[129:25] 它又是基于大量的实证
[129:27] 跟实践
[129:28] 嗯
[129:29] 得到的
[129:30] 对吧
[129:31] 它这里面没有free launch
[129:32] again
[129:33] 有可能你真的是一个天才
[129:34] 或者说你真的极端走运
[129:35] 啊
[129:36] 上帝握着你的手
[129:37] 写下了这个公式
[129:38] 有可能发生
[129:39] 嗯
[129:40] 大部分时候
[129:41] 大部分的进展
[129:42] 甚至大部分
[129:43] 对这个领域产生很多影响的工作
[129:46] 我觉得还是一步一步
[129:48] 啊
[129:49] 发生的
[129:50] 对
[129:51] 总能够追根溯源
[129:52] 找到它的起点
[129:53] 啊
[129:54] 所以我也跟学生说
[129:55] 其实
[129:56] 最差的research
[129:57] 是什么样的research
[129:58] 就是一开始
[129:59] 你定义好的一个问题
[130:01] 嗯
[130:02] 你说这是我的idea
[130:03] 最后你发了一篇论文
[130:05] 这个论文的idea
[130:06] 跟你一开始想的idea
[130:07] 完全一致
[130:08] 你没有遇到任何的障碍
[130:10] 你没有遇到任何的困难
[130:12] 它为什么是最差
[130:14] 因为这件事情说明
[130:15] 你的这个idea是一个boring idea
[130:17] 你发了
[130:18] 发表论文也是一个boring paper
[130:20] 对
[130:21] 啊
[130:22] 我觉得我觉得这件事情
[130:23] 呃
[130:24] 我这么多年观察下来
[130:25] 确实非常非常准确
[130:26] 对
[130:27] 所以所以我觉得这件事情也是
[130:29] 为什么要跟学生说呢
[130:30] 就是因为大家其实
[130:31] 有时候没办法接受这个事实
[130:33] 大家总会觉得
[130:34] 我一开始应该想到一个小妙招
[130:37] 然后我现在实现它
[130:39] 嗯
[130:40] 把它做work
[130:41] 发一篇paper
[130:42] 我成功了
[130:43] 我勿忘去做下一件事情
[130:44] 啊
[130:45] 但这件事情能够给个人的积累
[130:46] 其实是非常非常有限的
[130:48] 探索的过程其实非常难
[130:50] 很多人不会探索
[130:51] 探索的人非常难
[130:52] 而且这是为什么所有这些论文
[130:54] 在我看来都是非线性的
[130:56] 这个非线性体现在两点
[130:58] 第一点是你六个月的时间
[131:01] 啊
[131:02] 然后到第五个月的时候
[131:05] 比如说我刚刚像跟你说
[131:06] 现在就崩了
[131:07] 这个rest next的这个story
[131:08] 嗯
[131:09] 对吧
[131:10] 一方面大家听起来
[131:11] 哇你最后一个月的时间
[131:12] 重新改方向把这件事情做好
[131:14] 啊
[131:15] 那那那这个时间周期这么短
[131:17] 你竟然能做成这件事情
[131:18] 好像听起来很不可思议
[131:20] 但你只要这件事情发生的太多了之后
[131:22] 我发现这件事情真的是有迹可循
[131:24] 哦
[131:25] 我经常是这样啊
[131:26] 我经常是这样
[131:27] 或者说我最好的工作都是这样发生的
[131:29] 那你前五个月怎么保持自己的心态啊
[131:31] 呃
[131:32] 那就没办法
[131:33] 你得要接受这个事实
[131:34] 你得要你得要能够
